id,Title,Content,"Publication Authors_publication_author_name","Publication Year",DOI,"Publication URLs","RDC List_id","Book Title","BibTex Type","Journal Name",Number,"Network Ref"
39545,"Policy Forum: Does Non-Filing Hinder Access to the Canada Learning Bond for Low-Income Families?",,"Robson, Jennifer",2022,,https://papers.ssrn.com/abstract=4267356,"CAR,CAR",,ARTICLE,,,article
39546,"Policy Forum: The Real Concentration of Capital Gains in Canada—A Longitudinal Analysis",,"Gagné-Dubé, Tommy,Allali, Matis,Godbout, Luc,Genest-Grégoire, Antoine",2022,,https://papers.ssrn.com/abstract=4025487,MTL,,ARTICLE,"Canadian Tax Journal/Revue fiscale canadienne",4,article
39547,"Predictors of Early Nap Cessation: Longitudinal Findings from a Large Study of Young Children",,"Newton, Adam T.,Tremblay, Paul F.,Batterink, Laura J.,Reid, Graham J.",2023,10.1016/j.sleepe.2022.100054,https://www.sciencedirect.com/science/article/pii/S266734362200035X,UWO,,ARTICLE,"Sleep Epidemiology",,article
39548,"Predictors of Land-Based Activity Participation in a National Representative Sample of Indigenous Individuals Living Off-Reserve",,"Toombs, Elaine,Lund, Jessie,Mushquash, Aislin R.,Mushquash, Christopher J.",2022,10.3390/ijerph19138029,https://www.mdpi.com/1660-4601/19/13/8029,MCM,,ARTICLE,"International Journal of Environmental Research and Public Health",13,article
39549,"Preventable mortality among sexual minority Canadians",,"Salway, Travis,Rich, Ashleigh J.,Ferlatte, Olivier,Gesink, Dionne,Ross, Lori E.,Bränström, Richard,Sadr, Aida,Khan, Syma,Grennan, Troy,Shokoohi, Mostafa,Brennan, David J.,Gilbert, Mark",2022,10.1016/j.ssmph.2022.101276,https://www.sciencedirect.com/science/article/pii/S2352827322002555,"SFU,BCI,UTO",,ARTICLE,"SSM - Population Health",,article
39550,"Psychosocial Risks and Subjective Well-Being in the Canadian Workplace: Overlapping Risk Exposure, Work Ethic and Resilience",,"Moulin, Stephane",2022,10.53379/cjcd.2022.327,https://cjcd-rcdc.ceric.ca/index.php/cjcd/article/view/327,MTL,,ARTICLE,"Canadian Journal of Career Development",1,article
39551,"Public Pensions and Low Income Dynamics in Canada",,"El-Attar, Mayssun,Fonseca, Raquel",2020,,https://ideas.repec.org//p/rsi/creeic/2002.html,"UQAM,UQAM",,ARTICLE,"Cahiers de recherche / Working Papers",,article
39552,"Quantifying the prevalence of energy poverty across Canada: Estimating domestic energy burden using an expenditures approach",,"Das, Runa R.,Martiskainen, Mari,Li, Grace",2022,10.1111/cag.12750,https://onlinelibrary.wiley.com/doi/abs/10.1111/cag.12750,"VIC,VIC,UWO",,ARTICLE,"Canadian Geographies / Les géographies canadiennes",3,article
39553,"Replacement Rates of Public Pensions in Canada: Heterogeneity across Socio-Economic Status",,"Clavet, Nicholas-James,El-Attar, Mayssun,Fonseca, Raquel",2022,10.3138/cpp.2022-030,https://www.utpjournals.press/doi/full/10.3138/cpp.2022-030,"UQAM,UQAM",,ARTICLE,"Canadian Public Policy",S2,article
39554,"Residential greenness and substance use among youth and young adults: Associations with alcohol, tobacco, and marijuana use",,"Wiley, Evan R.,Stranges, Saverio,Gilliland, Jason A.,Anderson, Kelly K.,Seabrook, Jamie A.",2022,10.1016/j.envres.2022.113124,,UWO,,ARTICLE,"Environmental Research","Pt A",article
39555,"Results from the 2016 Census: Examining the effect of public pension benefits on the low income of senior immigrants",,"Kei, Wendy",2019,,,BCI,,TECHREPORT,,,report
39556,"Rethinking Perceptions of Crime and Safety in Rural and Remote Communities",,"David, Jean-Denis",2023,10.1093/bjc/azac028,https://doi.org/10.1093/bjc/azac028,OTT,,ARTICLE,"The British Journal of Criminology",2,article
39557,"Revisiting gender occupational segregation trends in Canada: 1991–2016",,"Kaida, Lisa,Boyd, Monica",2022,10.1111/cars.12392,https://onlinelibrary.wiley.com/doi/abs/10.1111/cars.12392,"MCM,UTO",,ARTICLE,"Canadian Review of Sociology/Revue canadienne de sociologie",S1,article
39558,"Rural-urban differences in individual and environmental correlates of physical activity in Canadian adults",,"Pelletier, Chelsea,White, Nicole,Duchesne, Annie,Sluggett, Larine",2022,10.1016/j.pmedr.2022.102061,https://www.sciencedirect.com/science/article/pii/S2211335522003680,"UNBC,UNBC,NFLD",,ARTICLE,"Preventive Medicine Reports",,article
39559,"Satisfaction envers la police dans les communautés rurales et éloignées",,"David, Jean-Denis",2022,10.7202/1089735ar,https://www.erudit.org/en/journals/crimino/1900-v1-n1-crimino07040/1089735ar/abstract/,OTT,,ARTICLE,Criminologie,1,article
39560,"School nutrition policy and diet quality of children and youth: a quasi-experimental study from Canada",,"Gaudin, Victoria,Stranges, Saverio,Wilk, Piotr,Sarma, Sisira",2023,10.17269/s41997-023-00743-y,https://doi.org/10.17269/s41997-023-00743-y,"UWO,UWO",,ARTICLE,"Canadian Journal of Public Health",,article
39561,"Settlement and labour force outcomes for Afghan immigrants and their children in Canada",,"Pendakur, Ravi",2021,10.1080/1369183X.2020.1724423,https://doi.org/10.1080/1369183X.2020.1724423,OTT,,ARTICLE,"Journal of Ethnic and Migration Studies",21,article
39562,"Severity of Victimization and Formal Help Seeking Among Men Who Experienced Intimate Partner Violence in Their Ongoing Relationships",,"Lysova, Alexandra,Dim, Eugene E.",2022,10.1177/0886260520922352,https://doi.org/10.1177/0886260520922352,"SFU,UTO",,ARTICLE,"Journal of Interpersonal Violence",4-Mar,article
39563,"Sexual misconduct reporting: the silencing effects of hegemonic masculinity",,"Smith, Chelsie J.,Dupré, Kathryne E.,Dionisi, Angela M.",2022,10.1108/EDI-07-2022-0179,https://doi.org/10.1108/EDI-07-2022-0179,OTT,,ARTICLE,"Equality, Diversity and Inclusion: An International Journal",3,article
39564,"Short-term earnings mobility in the Canadian and German context: the role of cognitive skills",,"Pullman, Ashley,Gauly, Britta,Lechner, Clemens M.",2021,10.1186/s12651-021-00292-2,https://doi.org/10.1186/s12651-021-00292-2,OTT,,ARTICLE,"Journal for Labour Market Research",1,article
39565,"Short-Term Effects of Recreational Cannabis Legalization on Youth Cannabis Initiation",,"Nguyen, Hai V.,Mital, Shweta,Bornstein, Stephen",2023,10.1016/j.jadohealth.2022.09.003,https://www.sciencedirect.com/science/article/pii/S1054139X22006231,NFLD,,ARTICLE,"Journal of Adolescent Health",1,article
39566,"Social Change and the Gendered Division of Household Labor in Canada",,"Guppy, Neil,Sakumoto, Larissa,Wilkes, Rima",2019,10.1111/cars.12242,https://onlinelibrary.wiley.com/doi/abs/10.1111/cars.12242,BCI,,ARTICLE,"Canadian Review of Sociology/Revue canadienne de sociologie",2,article
39567,"Social determinants of ethno-racial inequalities in substance use: a decomposition of national survey data",,"Blair, Alexandra,Siddiqi, Arjumand",2022,10.1007/s00127-022-02281-3,,UTO,,ARTICLE,"Social Psychiatry and Psychiatric Epidemiology",10,article
39568,"Social gradients in ADHD by household income and maternal education exposure during early childhood: Findings from birth cohort studies across six countries",,"Spencer, Nicholas James,Ludvigsson, Johnny,Bai, Guannan,Gauvin, Lise,Clifford, Susan A.,Awad, Yara Abu,Goldhaber-Fiebert, Jeremy D.,Markham, Wolfgang,Faresjö, Åshild,White, Pär Andersson,Raat, Hein,Jansen, Pauline,Nikiema, Béatrice,Mensah, Fiona K.,McGrath, Jennifer J.,Group, EPOCH Collaborative",2022,10.1371/journal.pone.0264709,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0264709,"MCG,MTL",,ARTICLE,"PLOS ONE",3,article
39569,"Socioeconomic inequalities in pancreatic cancer incidence in Canada: evidence from Cancer Registry data",,"Anthes, Livia E.,Hajizadeh, Mohammad",2022,10.1007/s10389-020-01360-6,https://doi.org/10.1007/s10389-020-01360-6,DAL,,ARTICLE,"Journal of Public Health",4,article
39570,"Socioeconomic position and consumption of sugary drinks, sugar-sweetened beverages and 100% juice among Canadians: a cross-sectional analysis of the 2015 Canadian Community Health Survey-Nutrition",,"Warren, Christine,Hobin, Erin,Manuel, Douglas G.,Anderson, Laura N.,Hammond, David,Jessri, Mahsa,Arcand, JoAnne,L'Abbé, Mary,Li, Ye,Rosella, Laura C.,Manson, Heather,Smith, Brendan T.",2022,10.17269/s41997-021-00602-8,,"UTO,UTO",,ARTICLE,"Canadian Journal of Public Health = Revue Canadienne De Sante Publique",3,article
39571,"Stages of Biological Development across Age: An Analysis of Canadian Health Measure Survey 2007–2011",,"Chao, Yi-Sheng,Wu, Hsing-Chien,Wu, Chao-Jung,Chen, Wei-Chih",2018,,https://www.frontiersin.org/articles/10.3389/fpubh.2017.00355,MCG,,ARTICLE,"Frontiers in Public Health",,article
39572,"Stepping up to the Canadian opioid crisis: a longitudinal analysis of the correlation between socioeconomic status and population rates of opioid-related mortality, hospitalization and emergency department visits (2000-2017)",,"Alsabbagh, Mhd Wasem,Cooke, Martin,Elliott, Susan J.,Chang, Feng,Shah, Noor-Ul-Huda,Ghobrial, Marco",2022,10.24095/hpcdp.42.6.01,,"SWO,SWO",,ARTICLE,"Health Promotion and Chronic Disease Prevention in Canada: Research, Policy and Practice",6,article
39573,"Suicidality among sexual minority and transgender adolescents: a nationally representative population-based study of youth in Canada",,"Kingsbury, Mila,Hammond, Nicole G.,Johnstone, Fae,Colman, Ian",2022,10.1503/cmaj.212054,https://www.cmaj.ca/content/194/22/E767,"OTT,UTO",,ARTICLE,CMAJ,22,article
39574,"Ten-Year Changes in Global Warming Potential of Dietary Patterns Based on Food Consumption in Ontario, Canada",,"Topcu, Basak,Dias, Goretty M.,Mollaei, Sadaf",2022,10.3390/su14106290,https://www.mdpi.com/2071-1050/14/10/6290,"SWO,SWO",,ARTICLE,Sustainability,10,article
39575,"The Association of Education with Entrepreneurial Propensity and Entrepreneurial Income of Recent Canadian Graduates: A Tax Data Analysis",,"Salter, Megan,Almehdawe, Eman",2022,10.3138/cpp.2021-007,https://www.utpjournals.press/doi/abs/10.3138/cpp.2021-007,"REG,REG",,ARTICLE,"Canadian Public Policy",3,article
39576,"The Canadian income taxation: Statistical analysis and parametric estimates",,"Kurnaz, Musab,Yip, Terry A.",2022,10.1111/caje.12578,https://onlinelibrary.wiley.com/doi/abs/10.1111/caje.12578,MCM,,ARTICLE,"Canadian Journal of Economics/Revue canadienne d'économique",1,article
39577,"The Connection Between Animal Abuse, Emotional Abuse, and Financial Abuse in Intimate Relationships: Evidence From a Nationally Representative Sample of the General Public",,"Fitzgerald, Amy J.,Barrett, Betty Jo,Gray, Allison,Cheung, Chi Ho",2022,10.1177/0886260520939197,https://doi.org/10.1177/0886260520939197,WIND,,ARTICLE,"Journal of Interpersonal Violence",6-May,article
39578,"The demographic determinants of inter-provincial migration declines in Canada: A decomposition analysis",,"White, Nathaniel,Haan, Michael",2021,10.1093/migration/mnab020,https://doi.org/10.1093/migration/mnab020,"UWO,UWO",,ARTICLE,"Migration Studies",3,article
39579,"The Dilemmas of Spatializing Social Issues",,"Calderón-Figueroa, Fernando A.,Silver, Daniel,Bidian, Olimpia",2022,10.1177/23780231221103059,https://doi.org/10.1177/23780231221103059,UTO,,ARTICLE,Socius,,article
39580,"The effect of consuming voluntarily fortified food and beverages on usual nutrient intakes in the Canadian population",,"Tarasuk, Valerie,Brassard, Didier",2021,10.29219/fnr.v65.5256,,"UTO,Laval",,ARTICLE,"Food & Nutrition Research",,article
39581,"The effect of education on overall fertility",,"DeCicca, Philip,Krashinsky, Harry",2023,10.1007/s00148-022-00897-y,https://doi.org/10.1007/s00148-022-00897-y,UTO,,ARTICLE,"Journal of Population Economics",1,article
39582,"The Effect of Quebec’s CEGEPs on Total Years of Schooling",,"Fortin, Pierre,Mishagina, Natalia,Royer, Jimmy",2022,10.3138/cpp.2020-098,https://www.utpjournals.press/doi/abs/10.3138/cpp.2020-098,UQAM,,ARTICLE,"Canadian Public Policy",3,article
39583,"The Effects of Modern Treaties and Opt-In Legislation on Household Incomes in Aboriginal Communities",,"Pendakur, Krishna,Pendakur, Ravi",2018,10.1007/s11205-017-1593-5,https://doi.org/10.1007/s11205-017-1593-5,"OTT,SFU",,ARTICLE,"Social Indicators Research",1,article
39584,"The Equity and Effectiveness of Achieving Canada's Voluntary Sodium Reduction Guidance Targets: A Modelling Study Using the 2015 Canadian Community Health Survey-Nutrition",,"Smith, Brendan,Hack, Salma,Jessri, Mahsa,Arcand, Joanne,McLaren, Lindsay,L'abbe, Mary,Anderson, Laura,Hobin, Erin,Hammond, David,Manson, Heather,Rosella, Laura,Manuel, Douglas",2021,10.3390/nu13030779,,"UTO,UTO",,ARTICLE,Nutrients,,article
39585,"The gender earnings gap in medicine: Evidence from Canada",,"Kralj, Boris,O'Toole, Danielle,Vanstone, Meredith,Sweetman, Arthur",2022,10.1016/j.healthpol.2022.08.007,https://www.sciencedirect.com/science/article/pii/S016885102200224X,MCM,,ARTICLE,"Health Policy",10,article
39586,"The Impact of Childhood Social Skills and Self-Control Training on Economic and Noneconomic Outcomes: Evidence from a Randomized Experiment Using Administrative Data",,"Algan, Yann,Beasley, Elizabeth,Côté, Sylvana,Park, Jungwee,Tremblay, Richard E.,Vitaro, Frank",2022,10.1257/aer.20200224,https://www.aeaweb.org/articles?id=10.1257/aer.20200224,"MTL,MTL",,ARTICLE,"American Economic Review",8,article
39587,"The impacts of housing affordability on the household formation and homeownership of immigrant groups in Canada",,"Cheng, Wanyun,Haan, Michael",2023,10.1007/s10901-022-09943-3,https://doi.org/10.1007/s10901-022-09943-3,"UWO,UWO",,ARTICLE,"Journal of Housing and the Built Environment",1,article
39588,"The joint association of family-level inadequate housing and neighbourhood-level antisocial behaviour with child mental health problems",,"Comeau, Jinette,Duncan, Laura,Smith, Carrie,Smith-Carrier, Tracy,Georgiades, Katholiki,Wang, Li,Boyle, Michael H.",2021,10.1016/j.childyouth.2020.105874,https://www.sciencedirect.com/science/article/pii/S0190740920322969,UWO,,ARTICLE,"Children and Youth Services Review",,article
39589,"The Learning, Earning and Parenting (LEAP) Program of Ontario Works Two Decades On: A Descriptive Cohort Study",,"Smith-Carrier, Tracy,Kerr, Don,Wang, Juyan",2020,10.1017/S1474746420000147,https://www.cambridge.org/core/journals/social-policy-and-society/article/abs/learning-earning-and-parenting-leap-program-of-ontario-works-two-decades-on-a-descriptive-cohort-study/15DC1080340A0F19B6BE22756E3AB6BD,UWO,,ARTICLE,"Social Policy and Society",4,article
39590,"The problem with parity: Women faculty and English doctoral programs in Canada",,"Arner, Lynn",2022,10.1016/j.wsif.2021.102531,https://www.sciencedirect.com/science/article/pii/S0277539521000947,MCM,,ARTICLE,"Women's Studies International Forum",,article
39591,"The Role of Immigrant Admission Classes on the Health and Well-being of Immigrants and Refugees in Canada: A Scoping Review",,"Morassaei, Sara,Irvin, Emma,Smith, Peter M.,Wilson, Kathi,Ghahari, Setareh",2022,10.1007/s10903-022-01352-6,,UTO,,ARTICLE,"Journal of Immigrant and Minority Health",4,article
39592,"The role of neighbourhood environments in hospitalization risk for diabetes and related conditions: A population-based cohort analysis by remoteness and deprivation indices",,"Gupta, Neeru,Crouse, Dan Lawson,Miah, Pablo,Takaro, Tim",2022,10.25318/82-003-x202201200001-eng,https://www.proquest.com/docview/2759658441/abstract/9446985B077C47C9PQ/1,UNB,,ARTICLE,"Health Reports",12,article
39593,"The social determinants of substance use associated with deaths of despair: Individual risks and population impacts",,"Blair, Alexandra,Siddiqi, Arjumand",2022,10.1016/j.ypmed.2022.107327,https://www.sciencedirect.com/science/article/pii/S0091743522003772,UTO,,ARTICLE,"Preventive Medicine",,article
39594,"The Work Trajectories of Married Canadian Immigrant Women, 2006–2019",,"Ferrer, Ana,Pan, Yazhuo (Annie),Schirle, Tammy",2023,10.1007/s12134-023-01011-1,https://doi.org/10.1007/s12134-023-01011-1,SWO,,ARTICLE,"Journal of International Migration and Integration",,article
39595,"Trends and patterns of life satisfaction and its relationship with social support in Canada, 2009 to 2018",,"Su, Yingying,D'Arcy, Carl,Li, Muzi,Meng, Xiangfei",2022,10.1038/s41598-022-13794-x,,"SKY,MCG",,ARTICLE,"Scientific Reports",1,article
39596,"Welfare versus Work under a Negative Income Tax: Evidence from the Gary, Seattle, Denver and Manitoba Income Maintenance Experiments",,"Riddell, Chris,Riddell, W. Craig",2022,10.1086/723706,https://www.journals.uchicago.edu/doi/10.1086/723706,BCI,,ARTICLE,"Journal of Labor Economics",,article
39597,"When Pay Equity Policy Is not Enough: Persistence of the Gender Wage Gap Among Health, Education, and STEM Professionals in Canada, 2006?2016",,"Gupta, Neeru,Singh, Paramdeep,Balcom, Sarah Ann",2022,10.1007/s42650-022-00069-z,https://doi.org/10.1007/s42650-022-00069-z,UNB,,ARTICLE,"Canadian Studies in Population",3,article
39598,"Why Subsidize Independent Schools? Estimating the Effect of a Unique Canadian Schooling Model on Educational Attainment",,"Lefebvre, Pierre,Merrigan, Philip",2022,10.3390/math10040605,https://www.mdpi.com/2227-7390/10/4/605,"MTL,UQAM",,ARTICLE,Mathematics,4,article
39611,"Evaluating The Dwelling Satisfaction Of Households With Disabled Members In Ontario, Canada",,"Langdon, Nicole",2022,http://hdl.handle.net/11375/27868,,MCM,,MASTERSTHESIS,,,mastersthesis
39612,"Intégration Des Diplômés Internationaux Universitaires Sur Le Marché De Travail Au Canada",,"Hallé-Rochon, Frédérick",2022,http://hdl.handle.net/11143/19242,,SHER,,MASTERSTHESIS,,,mastersthesis
39613,"Intégration De Travailleurs (Im)Migrants Sous Interdiction De Changer D'Employeur Au Pays : Impact Salarial Sur Les Autres Employés Au Sein Des Occupations Affectées",,"Djossou, Tchénagnon Armand",2022,https://archipel.uqam.ca/16246/,,UQAM,,MASTERSTHESIS,,,mastersthesis
39614,"La Mobilité Interprovinciale Des Diplômés Des Sciences De L'Éducation Et Des Sciences Infirmières Et La Pénurie De Main D'Oeuvre Au Québec",,"Dionne, Marc-Antoine",2021,https://archipel.uqam.ca/14939/,,UQAM,,MASTERSTHESIS,,,mastersthesis
39615,"La Qualité De L'Emploi Et La Satisfaction Au Travail Des Mères : Une Comparaison Québec-Ontario",,"Del Vecchio, Marianne",2022,http://hdl.handle.net/11143/19815,,SHER,,MASTERSTHESIS,,,mastersthesis
39616,"Le Capital Social Comme Déterminant Social De La Santé Mentale Au Canada",,"Rousseau, Étienne",2022,http://ruor.uottawa.ca/handle/10393/43971,,OTT,,MASTERSTHESIS,,,mastersthesis
39617,"Essays In Applied Economics",,"Uhrig, Richard",2022,https://escholarship.org/uc/item/64x1q4qg,,BCI,,PHDTHESIS,,,phdthesis
39618,"Essays On Public And Labour Economics",,"Zhao, Qiongda",2021,http://hdl.handle.net/1880/113890,,PRC,,PHDTHESIS,,,phdthesis
39619,"Measuring Success: Predictors Of Successful Economic Integration Of Resettled Female Refugees",,"Ogoe, Sally",2022,http://hdl.handle.net/1993/36619,,WIN,,PHDTHESIS,,,phdthesis
39620,"The Developmental Importance Of Napping In Preschool Children",,"Newton, Adam",2022,https://ir.lib.uwo.ca/etd/8969/,,UWO,,PHDTHESIS,,,phdthesis
39632,"Student Mobility and Educational Outcomes among Ontario Colleges and Universities: Replicating Descriptive Statistics with the Addition of the 2016-17 PSIS Cycle and Non-Imputed College Data",,"Zarifa, David,Sano, Yujiro",2022,,,"NIPU,UWO",,TECHREPORT,,,report
39633,"Assessment of IRCC Settlement Service Impacts",,"Foltin, Zinaida,Minta, Audrey Appiah,Hui, Taylor Shek-Wai",2022,,https://www.srdc.org/media/1673000/assessment-of-ircc-settlement-service-impacts-stage-1-research-report.pdf,COOL,,TECHREPORT,,,report
39634,"Evaluating the Canada Child Benefit",,"Baker, Michael,Kroft, Kory,Stabile, Mark",2022,,https://bcbasicincomepanel.ca/papers,UTO,,TECHREPORT,,,report
39635,"Brain Tumour Registry of Canada (BTRC):  Survival and Prevalence Report 2010–2017",,"Walker, Emily,Liu, Jiaqi,Davis, Faith,Climans, Seth,Yuan, Yan",2022,,https://braintumourregistry.ca/wp-content/uploads/2022/06/FINAL-Survival-and-Prevalence-Report-EN.pdf,UAB,,TECHREPORT,,,report
39636,"Caregiver Tax Credit Uptake in Canada between 1998-2015: An Analysis of the Longitudinal Administrative Databank",,"Kitchen, Peter,Kow, Benjamin,Williams, Allison",2022,,https://ghw.mcmaster.ca/app/uploads/2022/08/Caregiver_Tax_credit_Kitchen.pdf,MCM,,TECHREPORT,,,report
39637,"Does Migration Reduce the Wage Penalty from Graduating College in a Recession? Evidence from Atlantic Canada",,"Lehrer, Steven,Penney, Jeffrey,Pan, Annie (Yazhuo)",2022,,https://tspace.library.utoronto.ca/handle/1807/111099,GUEL,,TECHREPORT,,,report
39638,"Economic Returns to First Nations Post-Secondary Education in Ontario",,"Neill, Christine,O'Gorman, Melanie",2022,,,"SWO,UTO",,TECHREPORT,,,report
39639,"Évolution séculaire du profil des salaires en fonction de l’âge : Québec, Canada et États-Unis",,"Dostie, Benoit,Dufour, Genevieve,Fonseca, Raquel,Lalé, Étienne",2022,,https://cirano.qc.ca/en/summaries/2020RP-21,UQAM,,TECHREPORT,,,report
39640,"Final report: Crowding-in or crowding-out? Analysis of innovation government support for firms located in Canada",,"De Fuentes, Claudia,Milla, Joniada,Lu, Leo,Ahmadi, Soheil",2023,,,DAL,,TECHREPORT,,,report
39641,"Flexible Enough? The Gender Gap and the Uptake of Flexible Work",,"Saleem, Sumayya,Pan, Annie (Yazhuo),Burns, Samantha,Seward, Brad,Dhuey, Elizabeth",2022,,https://hdl.handle.net/1807/111100,"UTO,SWO",,TECHREPORT,,,report
39642,"From adaptability to vulnerability: Changes in admission criteria and refugee participation in social assistance",,"Government of Canada, Statistics Canada",2022,,https://www150.statcan.gc.ca/n1/pub/36-28-0001/2022003/article/00002-eng.htm,MCM,,TECHREPORT,,,report
39643,"Further and Further Away: Canada's unrealized digital potential",,"Vu, Viet",2022,,https://brookfieldinstitute.ca/wp-content/uploads/Further-and-Further-Away-report.pdf,UTO,,TECHREPORT,,,report
39644,"Impact assessment of innovation policy: A review of the literature of approaches and methods",,"De Fuentes, Claudia,Milla, Joniada,Lu, Leo,Ahmadi, Soheil",2022,,,DAL,,TECHREPORT,,,report
39645,"Financial, employment and housing stress: Association with health among Indigenous  Populations in Canada",,"Cerigo, Helen,Bilodeau, Jaunathan,Quesnel-Vallée, Amélie",2022,,,"MCG,MCG",,TECHREPORT,,,report
39646,"INCOME SUPPORTS AND INDIGENOUS PEOPLES IN B.C. An Analysis of Gaps and Barriers Full Report",,"Kessler, Anke,Quinless, Jacqueline",2022,,,SFU,,TECHREPORT,,,report
39648,"INCOME SUPPORTS AND INDIGENOUS PEOPLES IN B.C. An Analysis of Gaps and Barriers Summary Report",,"Kessler, Anke,Quinless, Jacqueline",2022,,,SFU,,TECHREPORT,,,report
39649,"Intergenerational Transmission of Socio-Economic Status and Intragenerational Mobility Over the Early Adult Life Course of Canadian Women and Men",,"St-Denis, Xavier,Yang, Chih-lan Winnie",2022,,https://tspace.library.utoronto.ca/handle/1807/123898,"MTL,MCG",,TECHREPORT,,,report
39650,"Knowledge Synthesis Report on Canada's Racialized Immigrant Women and the Labour Market",,"Momani, Bessma,Johnstone, Rachael,Ferrer, Ana,Basir, Nada,Walton-Roberts, Margaret,Hennebry, Jenna,Finn, Melissa,Kearney, Kersty,Callies, Lydia,Uszkay, Jesse",2021,,https://uwaterloo.ca/women-work-and-the-economy/sites/default/files/uploads/files/ircc_knowledge_synthesis_august_23_2021.pdf,SWO,,TECHREPORT,,,report
39651,"La mobilité sociale au Québec selon différents parcours universitaires",,"Connolly, Marie,Haeck, Catherine,Raymond-Brousseau, Lucie",2022,https://doi.org/10.54932/NRZM8999,https://cirano.qc.ca/fr/sommaires/2022RP-12,"UQAM,UQAM",,TECHREPORT,,,report
39652,"LGBTQ2S+ voices in employment: Labour market experiences of sexual and gender minorities in Canada",,,2022,,https://www.srdc.org/publications/LGBTQ2S-Plus-voices-in-employment-Labour-market-experiences-of-sexual-and-gender-minorities-in-Canada-details.aspx,,,TECHREPORT,,,report
39653,"Mind the Gap: Gender-Based Income Disparities Among Recent Canadian Post-Secondary Education Graduates",,,2022,,https://hdl.handle.net/1807/111098,,,TECHREPORT,,,report
39654,"PAY GAPS, PRECARITY, AND PREJUDICE: New evidence on LGBTQ2S+ employment in Canada",,,2022,,https://www.srdc.org/media/1673008/final_wage-visual-summary.pdf,,,TECHREPORT,,,report
39655,"People experiencing disability with episodic limitations: The impact on their experience in the workplace",,,2022,,https://hdl.handle.net/10214/27316,,,TECHREPORT,,,report
39656,"Policy brief 1. Input additionality",,,2022,,,,,TECHREPORT,,,report
39657,"Policy brief 2. Crowding-in or crowding-out? Analysis of innovation government support for firms located in Canada",,,2022,,,,,TECHREPORT,,,report
39658,"Stratégie de mise à niveau technologique des entreprises québécoises",,,2022,,https://www.cirano.qc.ca/fr/sommaires/2022RP-22,,,TECHREPORT,,,report
39659,"Student Mobility and Educational Outcomes among Ontario Colleges and Universities: Comparing Access to STEM Fields, Graduation Rates and Timely Completion among Northern and Southern Ontario",,,2022,,,,,TECHREPORT,,,report
39660,"Summary of evidence about economic, health, and social inequities faced by LGBTQ2S+ individuals in Canada",,,2022,,https://www.srdc.org/media/1673022/wage-integrated-report_final.pdf,,,TECHREPORT,,,report
39661,"The Relative Role of Parental Income and Parental Education in Child Educational Achievement and Socioeconomic Status Attainment: A Decomposition Approach",,,2022,,http://hdl.handle.net/1807/123980,,,TECHREPORT,,,report
39662,"The Social Status Hand-Me-Down: Canadian Intergenerational Income Mobility Over Early Adult Life",,,2022,,https://hdl.handle.net/1807/123897,,,TECHREPORT,,,report
39663,"Results from the 2016 Census: Examining the effect of public pension benefits on the low income of senior immigrants",,,2019,,https://www150.statcan.gc.ca/n1/pub/75-006-x/2019001/article/00017-eng.htm,BCI,,TECHREPORT,,,report
39664,"Precarious Employment and the Security Premium in Canada’s Federally-Regulated Private Sector",,"Vosko, Leah,Noack, Andie,King, Adam,Hii, Rebecca",2019,,https://profiles.laps.yorku.ca/publications/precariousemploymentandthesecuritypremiumincanadasfederallyregulatedprivatesector/,"UTO,YRK","Canadian Labour Policy and Politics",INBOOK,,,bookchap
39665,"Changing Gender Time Distributions in Domestic Duties: 1986-2015",,"Guppy, Neil,Sakumoto, Larissa,Wilkes, Rima",2023,,,BCI,"Social Inequality in Canada: Dimensions of Disadvantage",INBOOK,,,bookchap
39666,"L’évolution de la surqualification des diplômés universitaires au Québec",,"Cornelissen, Louis",2022,,http://www.jstor.org/stable/j.ctv2j6xfp6.10,Laval,"Les diplômés universitaires",INBOOK,,,bookchap
39667,"Mariage ou union libre : quand la pratique défie le droit",,"Le Bourdais, Céline",2022,,,MCG,"L’éclairage de la démographie – Mesurer pour mieux comprendre les enjeux sociaux",INBOOK,,,bookchap
39668,"Impact of Increased Urban Albedo on Heat-Related Health: The Case Study of the Greater Toronto Area",,"Dardir, Mohamed,Berardi, Umberto,Wilson, Jeffrey",2022,,https://doi.org/10.1007/9789811947070_10,MCG,"Urban Overheating: Heat Mitigation and the Impact on Health",INBOOK,,,bookchap
39669,"Intimate Partner Homicide and the Battered Person Syndrome",,"Hamel, John,Dutton, Don,Lysova, Alexandra",2022,,https://doi.org/10.1093/medpsych/9780197564028.003.0006,"SFU,SFU","Gender and Domestic Violence: Contemporary Legal Practice and Intervention Reforms",INBOOK,,,bookchap
39670,"Immigration to smaller urban and rural communities: Challenges and opportunities",,"Esses, Victoria M.,Adegbembo, Bukun F.",2022,,,UWO,"Contemporary immigration: Psychological perspectives to address challenges and inform solutions",INBOOK,,,bookchap
39671,"La contribution des universités à la mobilité sociale au Québec.",,"Dostie, Benoit,Haeck, Catherine,Connolly, Marie,Haeck, Catherine,RaymondBrousseau, Lucie",2022,,https://www.cirano.qc.ca/fr/sommaires/2022CH10,"UQAM,UQAM","Le Québec économique 10: Compétences et transformation du marché du travail",INBOOK,,,bookchap
